,open,high,low,close,volume,log_return,volatility,trend_slope,volume_zscore,price_dist_ma,regime_wf_viterbi,prob_crash,prob_sideways,prob_bull,regime_wf_forward
2019-08-30,9494.8,9699.0,9337.97,9582.42,8734.15084369,0.0091648254214265,0.0338380457402834,-0.0199718250523119,-0.6212238283606686,-0.0852583035422091,0,0.9990628001200286,0.0009026799234604701,3.451995628647615e-05,0
2019-08-31,9582.42,9707.48,9436.2,9600.86,4057.20202851,0.0019225081091009,0.032673742381825,-0.0221428035552924,-1.2592457292790409,-0.0796302201118327,0,0.9955177887672084,0.0044611021305210885,2.1109102171082237e-05,0
2019-09-01,9600.86,9840.0,9539.58,9766.52,4200.85038239,0.0171075323825316,0.0324323848697851,-0.021214653454767,-1.1848732883848974,-0.0608621795449364,0,0.9097871670054808,0.09011843125054392,9.440174397046877e-05,0
2019-09-02,9766.62,10486.77,9756.54,10381.26,11794.06048881,0.0610420474768312,0.0357118069498826,-0.015337345235365,-0.0588811357516837,-0.0021260402150146,0,0.9997207484109261,8.595061856218677e-06,0.0002706565273754254,0
2019-09-03,10381.26,10790.0,10280.0,10628.48,15518.02066249,0.023534932942057,0.0347412839829254,-0.010772413455931,0.5008903927630394,0.0220814435184815,0,0.9708149720920561,0.027838183446091777,0.0013468444617190834,0
2019-09-04,10628.48,10833.14,10380.0,10581.84,12180.82546922,-0.0043978662436851,0.0297729063260911,-0.0051340041795652,0.0829008317339344,0.015332832228652,0,0.3830468516458926,0.6142705569672372,0.0026825913864633047,1
2019-09-05,10581.84,10666.43,10452.15,10574.73,7432.47882878,-0.0006721316610083,0.0292463020420318,0.0007743968188848,-0.7486085073941698,0.0129431092677895,1,0.009334380159439647,0.9901900227830656,0.0004755970570851855,1
2019-09-06,10574.28,10939.34,10182.0,10308.92,15732.60470722,-0.0254576528168916,0.0298001985613312,0.0031968964054349,1.266408121779507,-0.0118746576903663,1,0.005958448920991981,0.7282125025637282,0.2658290485150474,1
2019-09-07,10308.9,10580.0,10304.52,10484.37,4381.36082048,0.0168760368371358,0.0298687536497215,0.0027180720762752,-1.416774882116882,0.0050459309145225,1,0.0011381742136927693,0.9885788724722788,0.010282953314187807,1
2019-09-08,10484.37,10595.0,10231.13,10398.97,4915.56585169,-0.008178813930591,0.0298728076690929,0.0024589018303149,-1.2414823442249978,-0.0024481770860565,1,3.421531666700493e-05,0.9993420065031688,0.0006237781803399911,1
2019-09-09,10401.13,10541.75,10059.99,10310.0,9745.07271844,-0.0085924647522876,0.0269480442798958,-0.0003036411697728,-0.1056243646275945,-0.0104499745989899,1,8.829823776840827e-07,0.9990735917142985,0.0009255253033675092,1
2019-09-10,10310.01,10389.26,9916.0,10093.01,8098.57574372,-0.0212711929869438,0.0271476602809448,-0.0024331615619623,-0.4760828810567432,-0.0308480016850725,1,2.0092573491974486e-06,0.9981178773279438,0.0018801134146115255,1
2019-09-11,10093.0,10297.12,9851.97,10160.2,8374.04003496,0.0066350219540334,0.0237074486241819,-0.0011645123428232,-0.3382883017824633,-0.0249956072886284,1,5.58843857631173e-07,0.9993921632414327,0.0006072779150920202,1
2019-09-12,10158.81,10460.0,10040.0,10423.72,7625.24967791,0.0256058513760275,0.0243377803888736,0.0001879679538982,-0.4834496302796664,-0.0009558839442225,1,7.804329848118518e-07,0.9975479315762854,0.002451287990484427,1
2019-09-13,10423.85,10452.5,10157.0,10365.93,6909.03483326,-0.0055595114731135,0.0235004045839645,0.0018053984884956,-0.6246287980919866,-0.0074128928073182,1,3.953404077497601e-07,0.9996286231448922,0.00037098151454348463,1
2019-09-14,10365.94,10439.0,10223.36,10360.25,4470.31545378,-0.0005480990845583,0.0227728307533452,0.0033302497651928,-1.143313375143444,-0.008938508452479,1,5.107359046228804e-08,0.9997093573261856,0.0002905916005459741,1
2019-09-15,10360.01,10380.0,10263.39,10304.46,2745.26528355,-0.0053995565916358,0.0228125545949464,0.0053399846038942,-1.42696890983594,-0.0158278081179121,1,4.9775872177619256e-08,0.9995954428776397,0.00040450734626890355,1
2019-09-16,10303.66,10379.98,10068.42,10262.54,7785.7271484,-0.004076438765978,0.0223158475559639,0.0061136100371407,-0.2306034470662623,-0.0211955801647089,1,1.1647194136442642e-07,0.9987815248523637,0.001218358676010471,1
2019-09-17,10262.54,10276.18,10135.44,10185.39,5716.08222324,-0.0075460319057336,0.0219993347054846,0.0061803605714846,-0.6860597907594063,-0.0298315055684111,1,4.216985543575821e-07,0.99890593467034,0.0010936436311573565,1
2019-09-18,10185.42,10258.0,10074.08,10155.26,5627.58140023,-0.0029625426952161,0.0193341968914819,0.0063328840872125,-0.6449483712611274,-0.0337437354562175,1,2.602769537011254e-07,0.9990142369405424,0.0009855027826761109,1
2019-09-19,10156.22,10379.15,9585.86,10275.01,15625.02434239,0.0117229357620845,0.0185597091858093,0.0057037429105548,1.8784235319111933,-0.0226988179641688,1,1.7391154552237148e-07,0.9592401454148314,0.04075968067343782,1
2019-09-20,10275.01,10309.84,10056.3,10168.85,6183.91792313,-0.0103856076305779,0.018764223267737,0.0036859939443039,-0.4688340028361593,-0.032359741620539,1,6.9318757670630205e-06,0.9986138144311152,0.0013792536928728639,1
2019-09-21,10168.85,10170.15,9917.34,9973.99,5043.0795144,-0.0193484214706059,0.019379592476728,0.0012349901674983,-0.7752533132872504,-0.0498912746457678,1,6.9027995700493e-07,0.9986540721939206,0.0013452375259467226,1
2019-09-22,9973.99,10097.0,9848.37,10026.8,5276.95241027,0.0052808036808033,0.0190825528484776,-0.0015953472057745,-0.7376362159700552,-0.0434137037674682,1,2.4550593382705043e-07,0.9994858022063801,0.0005139522874489488,1
2019-09-23,10026.79,10051.15,9609.37,9693.74,11355.88878537,-0.0337811918477949,0.0150121135373162,-0.0051378797887657,0.8317790158948457,-0.0729177138941591,1,2.713336070128956e-06,0.8965574500379482,0.10343983662587225,1
2019-09-24,9693.74,9777.16,8159.35,8530.01,38736.2261491,-0.1278897825138156,0.0301903243834942,-0.0118634994224279,3.8782705364246777,-0.1790482344880335,2,1.1665549862395463e-05,5.928291308915788e-30,0.9999883344497121,2
2019-09-25,8530.01,8743.86,8222.01,8438.35,23524.43263014,-0.0108037419704618,0.0301582107200621,-0.0173349494654734,1.6755141017951374,-0.1831099863963152,2,0.037814443066643014,7.2335412195864475e-06,0.9621783233921959,2
2019-09-26,8438.35,8464.08,7712.45,8060.0,27664.78945578,-0.0458732353468443,0.0310020527669087,-0.0240146761057877,1.8681739761756253,-0.2137772600543304,2,0.12329882561136235,7.260375859725644e-09,0.8767011671285749,2
2019-09-27,8060.0,8290.0,7861.02,8193.99,15914.66412076,0.0164874022002231,0.031501826168916,-0.0300760993161859,0.5699180422532015,-0.1947577703808,0,0.9314697861235643,2.5153099536501533e-05,0.06850506077645255,0
2019-09-28,8193.99,8343.0,8015.25,8217.47,9039.55200543,0.0028614170854527,0.0310281088848223,-0.0349544270607792,-0.2155497628672932,-0.1866335215111103,0,0.9996996221458844,9.721296105585465e-05,0.00020316489317709165,0
2019-09-29,8217.47,8246.87,7902.96,8052.4,7142.36916333,-0.0202921921616766,0.0310738687757687,-0.0350578733957705,-0.4422621697164191,-0.1978454074248809,0,0.9999220032337789,5.605354008450943e-05,2.1943225808131508e-05,0
2019-09-30,8054.09,8393.23,7701.0,8304.96,15142.61949966,0.0308827430354457,0.0324644946190913,-0.0357037695357852,0.4264356328275226,-0.1673180433273429,0,0.999973597727358,2.0773044220638783e-06,2.432496859671444e-05,0
2019-10-01,8304.95,8535.0,8200.0,8321.52,12266.35796784,0.0019920037766201,0.0324682449588868,-0.0342152502269682,0.0824949806404952,-0.1604933170122151,0,0.9997464563536476,0.00023305234071545363,2.0491305721232537e-05,0
2019-10-02,8321.87,8391.0,8168.85,8381.72,7016.97195206,0.007208213575026,0.0324824518039257,-0.0317227069509008,-0.4982151855823169,-0.150179407155408,0,0.999400119100467,0.0005798629759743932,2.0017923518150057e-05,0
2019-10-03,8381.72,8419.95,8059.22,8240.41,7778.11842343,-0.0170030440645471,0.031518506853321,-0.0280664527316261,-0.4139680304328321,-0.1614708770429658,0,0.9993018733768513,0.0006325171862021741,6.560943727062246e-05,0
2019-10-04,8241.27,8241.35,8002.21,8156.67,7715.28010237,-0.0102141025150242,0.031493272560992,-0.0259711602800921,-0.4262071477297558,-0.1663557110010237,0,0.9993289734611439,0.0005658188881031474,0.00010520765105597723,0
2019-10-05,8156.68,8200.0,8020.2,8147.63,3826.82870697,-0.0011089100331029,0.0314838345244944,-0.0239724853058185,-0.8566202258209812,-0.1635091501758168,0,0.9990348109956366,0.0008391072746980157,0.00012608172949196215,0
2019-10-06,8147.63,8176.18,7780.85,7859.79,8697.93975986,-0.0359671988900109,0.0318945229759799,-0.0226246532323541,-0.3510859076580113,-0.1891347341250313,0,0.9997780056062833,8.480772610695183e-06,0.00021351362081545162,0
2019-10-07,7859.79,8310.57,7762.35,8209.0,10012.00725014,0.043471224839186,0.0341592149103735,-0.0219634514301809,-0.2137450264544063,-0.1494110783005596,0,0.9999171702983864,8.819112919084784e-08,8.274151080000186e-05,0
2019-10-08,8208.99,8342.97,8107.26,8180.0,5857.54021433,-0.0035389627514734,0.0341884933844984,-0.0240783178238663,-0.6923976035207007,-0.1475757324773353,0,0.999123192858322,0.0008250000630295316,5.180707891054946e-05,0
2019-10-09,8180.0,8712.45,8121.0,8590.0,14459.7776891,0.0489065853815082,0.0365480241945068,-0.024263019411324,0.2515001924527169,-0.1007663627075521,0,0.9999625261371294,4.048197147641206e-07,3.706904285519185e-05,0
2019-10-10,8590.01,8660.0,8452.5,8587.5,7908.66988763,-0.0002910784476962,0.036317637596684,-0.0229497614540283,-0.4674076505443255,-0.0981154409294968,0,0.9968107840790823,0.0031614102196382663,2.7805701532745194e-05,0
2019-10-11,8587.49,8826.0,8226.0,8267.33,12446.84471206,-0.0379960543293689,0.036883052171309,-0.0219461558196484,0.0255112524367638,-0.1283722618491674,0,0.9999341483672528,1.4620812139554328e-05,5.123082032814481e-05,0
2019-10-12,8263.02,8425.0,8261.46,8309.03,3046.40450951,0.0050312720000125,0.0369530165582173,-0.0220339824145893,-1.0566994799689682,-0.1200760681908614,0,0.9987577314937152,0.0012178179874192902,2.4450518874909616e-05,0
2019-10-13,8309.03,8469.02,8146.47,8282.97,5858.03981575,-0.0031412754856751,0.0368392571738688,-0.0202607469000368,-0.7349116305309824,-0.1193572422204823,0,0.9984867883408387,0.0014728863359598833,4.032532341106986e-05,0
2019-10-14,8282.96,8409.0,8215.66,8355.0,4462.4931302,0.0086585623139208,0.036580659108504,-0.0194939731406078,-0.843327136867392,-0.1083169788741882,0,0.9982970968545454,0.0016573660225732212,4.553712315101486e-05,0
2019-10-15,8355.0,8420.0,8085.65,8162.44,8558.56827956,-0.0233170181609511,0.0244030707766653,-0.020994264876794,-0.2959663088621541,-0.1247592976551612,0,0.9740373704939043,0.024617601977067177,0.0013450275286910035,0
2019-10-16,8162.44,8171.59,7908.86,7993.54,8489.99546525,-0.0209094284103131,0.0246813940888698,-0.021822118038115,-0.2188858649072195,-0.1388471945616654,0,0.9692089548808123,0.029215780518197256,0.0015752646013671354,0
2019-10-17,7995.81,8124.42,7937.01,8076.2,4909.27039643,0.0102877494028746,0.0227204333950248,-0.0208967535816919,-1.009336708874665,-0.1268603894499757,0,0.8878668091589634,0.11033861195477646,0.0017945788863911625,0
2019-10-18,8076.94,8117.77,7814.08,7954.16,7071.35598576,-0.0152264026307115,0.0226302251408166,-0.0202633702926938,-0.3393402746115081,-0.1371798140758614,0,0.7642998288077435,0.23246402523223203,0.00323614595999746,0
2019-10-19,7954.15,8099.98,7873.46,7965.28,4839.48919554,0.0013970342937414,0.0226186435786852,-0.0199720470892704,-0.9422435164299888,-0.1329315981428036,0,0.44807753912676124,0.5495675323509026,0.002354928521890514,1
2019-10-20,7965.27,8309.0,7875.01,8236.12,6162.04807515,0.0334372626971007,0.0234097950877526,-0.0182094098509922,-0.527947721147769,-0.1007772704262464,0,0.8367858884728728,0.14941312424158476,0.013800987285409442,0
2019-10-21,8235.94,8349.84,8156.0,8209.92,6137.13312184,-0.0031861800366089,0.0223994462676224,-0.0169093139624785,-0.4656645868760503,-0.1005806668357723,1,0.20529839375831863,0.7924000392841681,0.0023015669571843102,1
2019-10-22,8209.92,8317.14,7998.9,8024.72,6015.86741941,-0.0228164017608453,0.0229072285048395,-0.0185793646390544,-0.4347693000112866,-0.116307056978699,1,0.06958670915864594,0.9271417371032585,0.0032715537378830806,1
2019-10-23,8024.0,8049.0,7296.44,7474.85,19159.93039884,-0.0709827252558682,0.027312839879805,-0.0222862086212597,3.0136326929001664,-0.1711022549664778,2,0.025308637532881827,1.6086100049208066e-10,0.9746913623064661,2
2019-10-24,7475.54,7509.99,7359.48,7430.87,7972.6408295,-0.0059011074441858,0.0271852426932937,-0.0258687636992173,0.0481422142147434,-0.1701802199977715,0,0.5324578981130289,0.015998823206242224,0.4515432786804358,0
2019-10-25,7430.87,8800.1,7389.91,8668.0,27140.20895781,0.1539951389325231,0.0440023142249427,-0.0271950773704052,3.2530226796467057,-0.0278876905684425,0,0.9327066485301505,5.170308512093977e-32,0.06729335146962906,0
2019-10-26,8668.0,10540.49,8645.01,9259.78,53383.40194086,0.0660422066023953,0.0460873295874494,-0.0261183110584074,3.7872188440424575,0.0409296986592058,0,0.8373003495524571,9.346962400823586e-09,0.16269964110052879,0
2019-10-27,9259.98,9826.72,9102.33,9548.84,19636.4291242,0.0307393908699563,0.0453361490237246,-0.0229717976573948,0.7109291976820309,0.0756866435015597,0,0.9999376602159614,2.170664192992609e-06,6.0169120229791285e-05,0
2019-10-28,9555.89,9939.69,9180.59,9226.5,16736.97258328,-0.0343399028120687,0.0455801708166362,-0.0185572241845799,0.4244242954326569,0.0421275943233622,0,0.9999960213860525,7.533012786857913e-08,3.9032834648876225e-06,0
2019-10-29,9225.06,9575.0,9068.19,9430.8,12640.19748534,0.0219011503435968,0.0456641257797061,-0.0134520403627985,0.0355212785005274,0.0673229682090133,0,0.9999446848225377,4.5391720725754935e-05,9.923457032299994e-06,0
2019-10-30,9431.36,9431.36,8991.33,9164.44,9862.67699421,-0.0286501512716772,0.0452204541449176,-0.0112616612192732,-0.1914750418061522,0.0393624309842156,0,0.9999814266590429,5.443767442533726e-06,1.3129573266839232e-05,0
2019-10-31,9164.45,9433.0,8950.0,9159.48,8326.9619179,-0.0005413688906239,0.0452214207326596,-0.0111772034691436,-0.329702312518028,0.0411632244909678,0,0.999710316979289,0.0002770410720835087,1.2641948231886736e-05,0
2019-11-01,9159.96,9299.99,9057.27,9253.12,7774.27145408,0.0101713834339947,0.0442453453673354,-0.0117428650018443,-0.3578187322380881,0.0546139325356272,0,0.9996399432574686,0.00034507240106812097,1.4984341042449585e-05,0
2019-11-02,9253.09,9393.0,9210.0,9308.52,4559.26538837,0.0059693178517046,0.044245465909117,-0.0115083273310583,-0.6517741160566205,0.0634914635928072,0,0.9997223821569063,0.00026639944445128357,1.1218398358976699e-05,0
2019-11-03,9308.52,9380.0,9068.3,9206.52,4294.50041401,-0.0110181811004013,0.0443548273920401,-0.0121677014576575,-0.6659110563046996,0.0546182833080812,0,0.9998891342853874,0.00010229698940955572,8.56872493579056e-06,0
2019-11-04,9206.52,9600.0,9127.0,9412.53,8361.9587774,0.0221298516709394,0.0445070263917983,-0.0121085012289884,-0.3249775689857813,0.0804247607106397,0,0.9999238551469418,6.337707038342604e-05,1.2767782287142418e-05,0
2019-11-05,9412.63,9474.89,9169.84,9322.09,7581.21667266,-0.0096549278874226,0.044160548400713,-0.0119960379475596,-0.3899402935422562,0.0723587622702046,0,0.9999400915113867,4.806107633153435e-05,1.1847412368309465e-05,0
2019-11-06,9322.09,9450.0,9253.66,9341.27,6829.68611819,0.0020553648166458,0.0437346784949721,-0.0112667916201629,-0.4486349949738584,0.0766560401101507,0,0.9998204980254555,0.00016315547870234234,1.634649582437196e-05,0
2019-11-07,9341.27,9375.16,9075.0,9198.84,5989.36091519,-0.0153648281523077,0.0440079552112286,-0.0110583739323771,-0.5293758095615431,0.0625825208037731,0,0.9999312689298162,5.502495983498968e-05,1.3706110691096533e-05,0
2019-11-08,9198.85,9246.0,8660.0,8763.01,12876.55531942,-0.0485379359140792,0.0453972315430328,-0.0119277331805508,0.0602633715757986,0.0157868843295826,0,0.9999853244766224,2.918712599704105e-08,1.4646336625194189e-05,0
2019-11-09,8763.01,8873.48,8712.52,8807.89,4175.00938447,0.0051084574609451,0.0453913151683337,-0.0130563046407671,-0.7149510566056534,0.0242208701748716,0,0.9996149751577805,0.00037936665079001423,5.658191719407384e-06,0
2019-11-10,8807.89,9150.0,8731.43,9032.23,6070.46798596,0.0251513808407087,0.0451652818662556,-0.0130880172105867,-0.5449860272356487,0.0526136072949206,0,0.9999202912259106,7.305461144680959e-05,6.654162996367667e-06,0
2019-11-11,9032.23,9067.34,8590.0,8721.54,7049.92853839,-0.0350034637038597,0.045958968530251,-0.0142060587844767,-0.4622706430870551,0.0195075203341226,0,0.9999950273819139,1.2514102177435106e-06,3.721207626982424e-06,0
2019-11-12,8721.53,8870.0,8556.56,8810.0,6272.86259557,0.0100916121155289,0.0455986596998415,-0.0140651998334305,-0.5332972819901522,0.0319802600098277,0,0.9997837910448305,0.00021156468306930318,4.6442723625197674e-06,0
2019-11-13,8811.0,8838.8,8705.0,8758.34,4486.2787504,-0.005881050673644,0.0423084645319927,-0.0099827061865433,-0.6305990538834928,0.0253804472714301,0,0.9980312912285563,0.0019341408843609183,3.456788707093681e-05,0
2019-11-14,8758.34,8784.61,8558.01,8630.0,5607.47902352,-0.0147618841791076,0.0424930574307879,-0.0063444306532438,-0.5177631165508426,0.0099018831756266,0,0.99834282252041,0.001575812197069124,8.136528276999953e-05,0
2019-11-15,8630.01,8773.22,8361.0,8457.48,10940.91541078,-0.0201932481904077,0.026309143754632,-0.0032070300725532,0.028271011900946,-0.0112066473446111,0,0.6733758371075265,0.3184265631392706,0.008197599753087323,0
2019-11-16,8457.48,8531.03,8423.0,8481.0,2712.33956982,0.0027771104746341,0.0213902133674355,0.0005157800707983,-1.2861711023599238,-0.0091218274723724,1,0.005476898069070463,0.9941557129494615,0.0003673889817715888,1
2019-11-17,8481.0,8637.01,8371.02,8500.01,3754.24485434,0.0022389725866039,0.0199170642659665,0.0032388896727241,-1.0607042350132794,-0.0075560159244806,1,1.2176405765925947e-05,0.9997438269380734,0.00024399665635532218,1
2019-11-18,8501.0,8501.01,8015.0,8168.84,9864.11956342,-0.0397404240389136,0.0203379305669767,0.0029767992591149,0.9519219146106592,-0.0464820228750744,2,1.516808911574496e-05,0.44960581515638015,0.5503790167544885,2
2019-11-19,8168.84,8197.82,7980.07,8123.36,7360.99550259,-0.0055830542389749,0.0193254683863624,0.0021063308569867,0.1823506203478564,-0.0513885687287162,1,0.00044627078896849527,0.9356767759732113,0.06387695323825544,1
2019-11-20,8123.36,8222.41,8030.05,8082.96,5296.45566165,-0.0049857196064924,0.0186857936999962,0.0006211960417871,-0.5526643153142438,-0.0555801155013824,1,2.274323901683799e-05,0.9976515976086594,0.002325659152263585,1
2019-11-21,8082.97,8114.97,7374.5,7616.46,16947.0184322,-0.0594464472570138,0.0219625503404866,-0.0018410586129161,2.9481341129826597,-0.1084921110998951,2,1.9569766783838067e-06,8.603870971715062e-08,0.999997956985039,2
2019-11-22,7616.48,7720.0,6775.47,7283.03,33676.50950942,-0.044764710415822,0.022845779142863,-0.0047543710270458,3.7833896335120007,-0.1456052522477773,2,3.8162617916419936e-06,2.0415030955952623e-11,0.9999961837174912,2
2019-11-23,7283.19,7361.41,7102.21,7329.29,7728.4239895,0.0063316645880676,0.0228596866160242,-0.0069823743580246,-0.1115807916593868,-0.1385059734001294,2,0.037184247350306766,0.004475163173054478,0.9583405894765014,2
2019-11-24,7329.29,7344.0,6865.0,6908.64,10695.00788503,-0.0591058467966844,0.025118208832892,-0.0094957713960649,0.2911495601101407,-0.1855775803063646,2,0.0749104785713962,6.183505232070166e-08,0.925089459593141,2
2019-11-25,6908.64,7379.99,6526.0,7127.01,27124.48255363,0.0311189894333312,0.0258254949962648,-0.0106794407085789,2.263519017975132,-0.1583810755867676,2,0.009041168796659615,9.63948790028814e-08,0.990958734808862,2
2019-11-26,7127.01,7340.59,7021.84,7162.67,11857.43287032,0.0049910248550231,0.0261233423458758,-0.0113713650406442,0.2574770532132024,-0.1520746468180251,2,0.08627762875286799,0.0016527042167166664,0.9120696670302612,2
2019-11-27,7162.67,7678.76,6850.0,7523.72,19213.98364601,0.0491778800098885,0.0292742625212329,-0.0106750607185337,1.102777818826424,-0.1079470270599946,2,0.16812152358695218,1.8621277809755872e-06,0.8318766142856177,2
2019-11-28,7524.73,7660.82,7370.62,7432.41,8646.63700515,-0.0122105296626022,0.0292550826881479,-0.0114896294868714,-0.2463422113943811,-0.1163476067264685,2,0.5577737302275414,0.04680766749380876,0.39541860227876907,0
2019-11-29,7432.41,7870.1,7411.0,7760.0,10862.78844038,0.0431321673591533,0.0300691410810658,-0.0105318971640941,0.0470720433267647,-0.0755809098404294,0,0.8952577588498067,0.00044867504322366623,0.1042935661073608,0
2019-11-30,7759.99,7820.0,7453.0,7555.92,6130.42566398,-0.0266509722244067,0.0302915307103103,-0.0104987775518599,-0.5713090209483234,-0.0983639499847784,1,0.002121902355778761,0.8516721951710466,0.14620590247348092,1
2019-12-01,7555.92,7555.92,7237.16,7404.27,8692.58780339,-0.0202745011496497,0.0294690076231578,-0.0101828986884886,-0.2606078774757268,-0.1145481748590216,1,0.00013995603594964457,0.9797893872375292,0.020070656726640684,1
2019-12-02,7405.33,7430.0,7157.33,7305.01,7029.95625983,-0.0134964466939514,0.0289053759154918,-0.0109779489755828,-0.475178238225839,-0.1243702306711316,1,1.0360794535305362e-05,0.9953672363403688,0.004622402865479363,1
2019-12-03,7305.01,7412.85,7237.26,7302.94,6169.03965176,-0.0002834073246219,0.0286604285219511,-0.0107520759505829,-0.5854895936435943,-0.1224049325886567,1,1.820478080576385e-06,0.9967063543495059,0.0032918251725413935,1
2019-12-04,7302.94,7775.0,7080.0,7198.99,16490.16548626,-0.0143362683981133,0.0286747849323796,-0.0111045316507602,0.6764617001716763,-0.1328887688788469,1,4.288534103856895e-06,0.9703399913829122,0.029655720082752014,1
2019-12-05,7199.0,7489.87,7152.78,7393.54,9248.37658376,0.026665907569957,0.0296899598070861,-0.0108518322724467,-0.289098757751546,-0.1081663678866264,1,0.00010021888925202063,0.9679143895537963,0.031985391556999386,1
2019-12-06,7393.55,7609.5,7305.75,7540.08,9346.34006931,0.0196261460688126,0.0300983598779358,-0.0099754022738783,-0.2657971422299114,-0.0893123630042604,1,2.6494224142222412e-05,0.9931315207935382,0.006841984982279352,1
2019-12-07,7541.76,7643.0,7487.0,7502.19,4876.33856339,-0.0050378141245918,0.030039580070694,-0.0087143394266643,-0.8779011762795362,-0.0928983502146858,1,1.3324010008699498e-06,0.9989682427590781,0.0010304248400937646,1
2019-12-08,7502.2,7580.84,7387.5,7520.0,4243.5281669,0.0023711600431865,0.0300413713505042,-0.0072548167662614,-0.968312442086412,-0.0897647826314726,1,2.1807653109832196e-07,0.9987115608762587,0.0012882210467592043,1
2019-12-09,7520.0,7659.38,7262.87,7337.51,10252.89331517,-0.024566589946452,0.0293598038426223,-0.0071133238583796,-0.1689739286720192,-0.1099174458199147,1,1.1293555780334243e-06,0.9896688876714294,0.010329982972980047,1
2019-12-10,7337.51,7398.0,7156.03,7219.37,7187.10559074,-0.0162318565354574,0.0294601562074103,-0.0080802618968592,-0.5767959020179079,-0.1221388470483587,1,6.430266834160905e-06,0.9930611959375744,0.006932373795374198,1
2019-12-11,7219.37,7263.31,7124.45,7201.23,5951.55939387,-0.0025158467148483,0.0294677355189083,-0.0087967516132312,-0.7483844793806025,-0.1225874453620693,1,3.640266744183472e-06,0.9952987154117499,0.004697644321508808,1
2019-12-12,7201.24,7298.5,7075.01,7185.91,8578.07225074,-0.0021296805050025,0.0267504059172,-0.0084053917000516,-0.3471057378221243,-0.1238371584754087,1,1.6651826444925434e-06,0.9923716805265341,0.007626654290872171,1
2019-12-13,7185.91,7299.21,7183.29,7249.9,6119.05346128,0.008865511408021,0.0250466081285054,-0.0077642829128883,-0.693218963539557,-0.1156447216996796,1,1.925759704046743e-06,0.9918401132478655,0.008157960992784144,1
2019-12-14,7249.9,7264.33,7008.03,7062.91,4334.04050458,-0.0261305277831207,0.0256174644411248,-0.0095251346712584,-0.9751787927002444,-0.1350671512638284,1,3.4480681679702423e-06,0.9901473925517946,0.009849159379588999,1
2019-12-15,7062.92,7220.01,7006.01,7111.0,4905.19442136,0.0067857330164922,0.0220263608050798,-0.0124273037313083,-0.8069816198928254,-0.1245707398917343,1,9.695478022677553e-07,0.9955491015928244,0.0044499288596571325,1
2019-12-16,7111.0,7137.0,6803.24,6877.03,13170.13695005,-0.0334560082058856,0.0221733029283763,-0.0170906368177404,1.1294863174734828,-0.14776819594331,1,5.805237910338881e-06,0.8054949118697882,0.19449928289235352,1
2019-12-17,6877.04,6933.21,6556.0,6616.62,14047.39777918,-0.0386022071520027,0.0235155226481966,-0.0229917823074838,1.2885460308265908,-0.174700854598511,2,0.00044611207778534883,0.1398145477170134,0.8597393402049075,2
2019-12-18,6616.62,7448.24,6430.0,7285.53,23097.53223695,0.0963055236879712,0.0301380499773047,-0.0280420443941832,3.063298655208756,-0.0863775064321994,2,0.0013355708245201858,9.704524178548584e-10,0.9986644282053486,2
2019-12-19,7288.05,7371.7,7044.45,7149.12,10503.10731585,-0.0189009170232104,0.0302915490466939,-0.0292186063505258,0.3031892866744411,-0.0989291616441013,1,0.041314104486187504,0.7449756342079674,0.21371026130599283,1
2019-12-20,7149.13,7220.0,7073.66,7190.0,6020.22689987,0.005701899524702,0.0285643487307348,-0.0289101576171266,-0.616059288578255,-0.0892551487801148,1,0.0010636053514147899,0.9983214920506115,0.0006149025979327443,1
2019-12-21,7190.0,7190.0,7099.57,7143.01,3423.26190789,-0.0065569155890992,0.0280873030860249,-0.0276348935746654,-1.1203802975055337,-0.0903445642108355,1,1.3017684413165049e-05,0.9999312244576737,5.57578577063495e-05,1
2019-12-22,7143.01,7521.55,7125.0,7513.06,10202.17603024,0.0505085833686056,0.0300485015559411,-0.0256780071186615,0.2904826104455267,-0.0388235919037991,1,3.5319346558468485e-05,0.9771513684374663,0.022813312216400046,1
2019-12-23,7514.74,7688.99,7259.19,7310.79,15139.33988185,-0.0272915004546081,0.03052132208754,-0.0251615616207056,1.2023685553494654,-0.0601419713622394,1,0.00015329256545410893,0.9872198222403412,0.012626885194628026,1
2019-12-24,7310.79,7426.15,7151.08,7255.01,7797.31351736,-0.0076590743629004,0.0305676039479425,-0.0256695768058076,-0.3032223586522667,-0.0621101476491264,1,1.1766534018715852e-05,0.999868416663415,0.00011981680232380942,1
2019-12-25,7255.01,7265.12,7115.5,7192.12,3299.65944044,-0.0087062824590463,0.0304629777628325,-0.0262289666684743,-1.1221802117082158,-0.0650916722636306,1,3.691857716576192e-07,0.9999544745527964,4.515626098368285e-05,1
2019-12-26,7192.12,7432.1,7140.0,7194.13,7669.0329008,0.0002794334886546,0.0298440227416737,-0.026473014404964,-0.1906377190079606,-0.059580818535267,1,3.079470808019751e-08,0.9999061387912765,9.383041388751633e-05,1
2019-12-27,7194.13,7254.0,7053.32,7245.83,8492.97603648,0.0071607152531217,0.0295292614657206,-0.0270228921095914,-0.0095559834469073,-0.0479615032112935,1,6.537862672152577e-08,0.9998665086109154,0.00013342601053000207,1
